Address,City,State,Postal,County,Date,Time,Case,URL,Source,Atty,Atty_Contact
336 Peters Creek Drive,Summerville,SC,29486,BERKELEY,2025-07-02,10:00AM,,https://www.xome.com/auctions/336-Peters-Creek-Drive-Summerville-SC-29486-380629268,Xome.com,"Bell Carrington Price & Gregg, LLC",803-509-5078
825 Se 33rd Street,Troutdale,OR,97060,MULTNOMAH,2025-07-02,10:00AM,,https://www.xome.com/auctions/825-Se-33rd-Street-Troutdale-OR-97060-378293719,Xome.com,"ZBS LAW, LLP",602-282-6188
8519 Polaris Ave,Bakersfield,CA,93306,KERN,2025-07-02,10:00AM,,https://www.xome.com/auctions/8519-Polaris-Ave-Bakersfield-CA-93306-375843888,Xome.com,"ZBS LAW, LLP","30 Corporate Park, Suite 450, Irvine, CA 92606"
112 Sherwood Dr,Benton,LA,71006,BOSSIER,2025-07-02,10:00AM,,https://www.xome.com/auctions/112-Sherwood-Dr-Benton-LA-71006-368266963,Xome.com,"Halliday, Watkins & Mann, P.C.",
5208 Grover Street,Omaha,NE,68106,DOUGLAS,2025-07-02,10:00AM,,https://www.xome.com/auctions/5208-Grover-Street-Omaha-NE-68106-365825867,Xome.com,"Walentine O Toole, LLP",402-330-6300
10681 Pines Trl,Roscommon,MI,48653,CRAWFORD,2025-07-02,10:00AM,,https://www.xome.com/auctions/10681-Pines-Trl-Roscommon-MI-48653-406889883,Xome.com,"Randall S. Miller & Associates, P.C",248-335-9200
5804 Blue Ridge Dr S,Mobile,AL,36693,MOBILE,2025-07-02,11:00AM,,https://www.xome.com/auctions/5804-Blue-Ridge-Dr-S-Mobile-AL-36693-406882718,Xome.com,"Halliday, Watkins & Mann, P.C.",801-355-2886
97 Smallwood Ln,Brewton,AL,36426,ESCAMBIA,2025-07-02,11:00AM,,https://www.xome.com/auctions/97-Smallwood-Ln-Brewton-AL-36426-406773778,Xome.com,"McPhail Sanchez, LLC",251-438-2333
8019 Crawford Dr,Long Beach,MS,39560,HARRISON,2025-07-02,11:00AM,,https://www.xome.com/auctions/8019-Crawford-Dr-Long-Beach-MS-39560-406591066,Xome.com,"Dean Morris, LLC",318-388-1440
901 Barnett Way,Madera,CA,93637,MADERA,2025-07-02,11:00AM,,https://www.xome.com/auctions/901-Barnett-Way-Madera-CA-93637-406411965,Xome.com,Trustee Corps,"17100 Gillette Ave, Irvine, CA 92614"
440 Se 37th Terr,Okeechobee,FL,34974,OKEECHOBEE,2025-07-02,11:00AM,,https://www.xome.com/auctions/440-Se-37th-Terr-Okeechobee-FL-34974-406065442,Xome.com,"Brock and Scott, PLLC",910-392-4988
1210 Bert St,Mena,AR,71953,POLK,2025-07-02,11:00AM,,https://www.xome.com/auctions/1210-Bert-St-Mena-AR-71953-405392292,Xome.com,"Wilson & Associates, PLLC",501-219-9388
10919 See Drive,Whittier,CA,90606,LOSANGELES,2025-07-02,11:00AM,,https://www.xome.com/auctions/10919-See-Drive-Whittier-CA-90606-400517132,Xome.com,"Aldridge Pite, LLP","Six Piedmont Center, 3525 Piedmont Road, N.E., Suite 700, Atlanta, GA 30305"
15792 Raymond Rd,Madera,CA,93638,MADERA,2025-07-02,11:00AM,,https://www.xome.com/auctions/15792-Raymond-Rd-Madera-CA-93638-393497306,Xome.com,Trustee Corps,"17100 Gillette Ave, Irvine, CA 92614"
124 S Canoe Rd,Atmore,AL,36502,ESCAMBIA,2025-07-02,11:00AM,,https://www.xome.com/auctions/124-S-Canoe-Rd-Atmore-AL-36502-381174915,Xome.com,"Halliday, Watkins & Mann, P.C.",801-355-2886
320 Buttonwood Dr,Canton,MS,39046,MADISON,2025-07-02,11:00AM,,https://www.xome.com/auctions/320-Buttonwood-Dr-Canton-MS-39046-381063253,Xome.com,"Halliday, Watkins & Mann, P.C.",801-355-2886
509 Lindberg Avenue,Natchez,MS,39120,ADAMS,2025-07-02,11:00AM,,https://www.xome.com/auctions/509-Lindberg-Avenue-Natchez-MS-39120-407364717,Xome.com,"McCalla Raymer Leibert Pierce, LLC",662-388-5464
1815a Hargett St,Jacksonville,NC,28540,ONSLOW,2025-07-02,11:30AM,,https://www.xome.com/auctions/1815a-Hargett-St-Jacksonville-NC-28540-407294714,Xome.com,"Brock and Scott, PLLC","4360 Chanblee Dunwoody Road, Suite 310, Atlanta, GA 30341"
10 Somerset Dr,Franklinton,NC,27525,FRANKLIN,2025-07-02,11:30AM,,https://www.xome.com/auctions/10-Somerset-Dr-Franklinton-NC-27525-407068595,Xome.com,RAS  Primary,"110 Frederick Street, Suite 200, Greenville, SC 29607"
205 E Alicia St,Osceola,AR,72370,MISSISSIPPI,2025-07-02,12:00PM,,https://www.xome.com/auctions/205-E-Alicia-St-Osceola-AR-72370-405392517,Xome.com,"Wilson & Associates, PLLC",501-219-9388
266 Ashland Ave,Lawnside,NJ,08045,CAMDEN,2025-07-02,12:00PM,,https://www.xome.com/auctions/266-Ashland-Ave-Lawnside-NJ-8045-405096140,Xome.com,"McCabe, Weisberg & Conway, LLC",215-790-1010
77 Lane Avenue,Gloucester City,NJ,08030,CAMDEN,2025-07-02,12:00PM,,https://www.xome.com/auctions/77-Lane-Avenue-Gloucester-City-NJ-8030-394331843,Xome.com,"Gross Polowy, LLC",716-204-1700
2724 June Pl,San Bernardino,CA,92407,SANBERNARDINO,2025-07-02,01:00PM,,https://www.xome.com/auctions/2724-June-Pl-San-Bernardino-CA-92407-407070098,Xome.com,"Nestor Solutions, LLC","214 5th St, Suite 205, Huntington Beach, CA 92648"
74826 Aladdin Drive,Twentynine Palms,CA,92277,SANBERNARDINO,2025-07-02,01:00PM,,https://www.xome.com/auctions/74826-Aladdin-Drive-Twentynine-Palms-CA-92277-407064050,Xome.com,"Nestor Solutions, LLC","214 5th St, Suite 205, Huntington Beach, CA 92648"
1669 Maurice River Parkway,Vineland,NJ,08360,CUMBERLAND,2025-07-02,01:00PM,,https://www.xome.com/auctions/1669-Maurice-River-Parkway-Vineland-NJ-8360-404601734,Xome.com,"KML Law Group, P.C.",215-627-1322
542 19th Street,Dunbar,WV,25064,KANAWHA,2025-07-02,05:45PM,,https://www.xome.com/auctions/542-19th-Street-Dunbar-WV-25064-407297424,Xome.com,Reimer Law Co.,440-600-5500
17603 Hayes Avenue,Lake Elsinore,CA,92530,RIVERSIDE,2025-07-03,09:00AM,,https://www.xome.com/auctions/17603-Hayes-Avenue-Lake-Elsinore-CA-92530-407069004,Xome.com,"Nestor Solutions, LLC","214 5th St, Suite 205, Huntington Beach, CA 92648"
745 Compton Rd,Cincinnati,OH,45231,HAMILTON,2025-07-03,09:00AM,,https://www.xome.com/auctions/745-Compton-Rd-Cincinnati-OH-45231-406766533,Xome.com,Reimer Law Co.,440-600-5500
52645 Avenida Alvarado,La Quinta,CA,92253,RIVERSIDE,2025-07-03,09:00AM,,https://www.xome.com/auctions/52645-Avenida-Alvarado-La-Quinta-CA-92253-405867222,Xome.com,"McCalla Raymer Leibert Pierce, LLC","301 E. Ocean Blvd., Suite 1720, Long Beach, CA 90802"
5881 Ivy Hl Rd,Hillsboro,OH,45133,HIGHLAND,2025-07-03,09:00AM,,https://www.xome.com/auctions/5881-Ivy-Hl-Rd-Hillsboro-OH-45133-388182768,Xome.com,LOGS Legal Group LLP,513-396-8100
732 Easy Street,Manchester,OH,45144,ADAMS,2025-07-03,09:00AM,,https://www.xome.com/auctions/732-Easy-Street-Manchester-OH-45144-406684900,Xome.com,Reimer Law Co.,440-600-5500
4960 Meridian Rd,Williamston,MI,48895,INGHAM,2025-07-03,10:00AM,,https://www.xome.com/auctions/4960-Meridian-Rd-Williamston-MI-48895-407363051,Xome.com,"Potestivo & Associates, P.C.",248-853-4400
7962 Sylvan Rd,Liberty,NC,27298,ALAMANCE,2025-07-03,10:00AM,,https://www.xome.com/auctions/7962-Sylvan-Rd-Liberty-NC-27298-407301905,Xome.com,Hutchens Law Firm,"4317 Ramsey Street, Fayetteville, NC 28311"
4662 N Casey Ave,Fresno,CA,93723,FRESNO,2025-07-03,10:00AM,,https://www.xome.com/auctions/4662-N-Casey-Ave-Fresno-CA-93723-407063821,Xome.com,"Nestor Solutions, LLC","214 5th St, Suite 205, Huntington Beach, CA 92648"
4462 College View Ave,Los Angeles,CA,90041,LOSANGELES,2025-07-03,10:00AM,,https://www.xome.com/auctions/4462-College-View-Ave-Los-Angeles-CA-90041-406889886,Xome.com,"Tiffany & Bosco, P.A.","7720 N. 16th St., Suite 300, Phoenix, AZ 85020"
300 Cree Ct,Tecumseh,MI,49286,LENAWEE,2025-07-03,10:00AM,,https://www.xome.com/auctions/300-Cree-Ct-Tecumseh-MI-49286-405917178,Xome.com,"Trott Law, P.C.",248-642-2515
4 Banyan Wood Ct 304,Essex,MD,21221,BALTIMORE,2025-07-03,10:00AM,,https://www.xome.com/auctions/4-Banyan-Wood-Ct-304-Essex-MD-21221-405556784,Xome.com,Orlans Law Group PLLC,248-502-1400
816 Sherwood Pl,Joliet,IL,60435,WILL,2025-07-03,10:00AM,,https://www.xome.com/auctions/816-Sherwood-Pl-Joliet-IL-60435-405492520,Xome.com,Codilis Law Firms,630-794-5300
3424 Hill St,Huntington Park,CA,90255,LOSANGELES,2025-07-03,10:00AM,,https://www.xome.com/auctions/3424-Hill-St-Huntington-Park-CA-90255-404382497,Xome.com,BDF Law Group,"3990 E. Concours Street, Suite 350, Ontario, CA 91764"
20076 Winthrop St,Detroit,MI,48235,WAYNE,2025-07-03,10:00AM,,https://www.xome.com/auctions/20076-Winthrop-St-Detroit-MI-48235-401320506,Xome.com,"Schneiderman & Sherman,P.C.",248-539-7400
3214 Howard Park Ave,Baltimore,MD,21207,BALTIMORE,2025-07-03,10:00AM,,https://www.xome.com/auctions/3214-Howard-Park-Ave-Baltimore-MD-21207-399765766,Xome.com,Orlans Law Group PLLC,248-502-1400
1911 Ellinwood Rd,Rosedale,MD,21237,BALTIMORE,2025-07-03,10:00AM,,https://www.xome.com/auctions/1911-Ellinwood-Rd-Rosedale-MD-21237-396818286,Xome.com,"BWW Law Group, LLC",301-961-6555
1229 Nonaham Ln,Erie,CO,80516,BOULDER,2025-07-03,10:00AM,,https://www.xome.com/auctions/1229-Nonaham-Ln-Erie-CO-80516-395940259,Xome.com,"Halliday, Watkins & Mann, P.C.",801-355-2886
1113 Melissa Court,Havre De Grace,MD,21078,HARFORD,2025-07-03,10:00AM,,https://www.xome.com/auctions/1113-Melissa-Court-Havre-De-Grace-MD-21078-392625152,Xome.com,Orlans Law Group PLLC,248-502-1400
2377 Tammy Ln,Selma,CA,93662,FRESNO,2025-07-03,10:00AM,,https://www.xome.com/auctions/2377-Tammy-Ln-Selma-CA-93662-391126722,Xome.com,"Nestor Solutions, LLC","214 5th St, Suite 205, Huntington Beach, CA 92648"
782 Skansen St,Kingsburg,CA,93631,FRESNO,2025-07-03,10:00AM,,https://www.xome.com/auctions/782-Skansen-St-Kingsburg-CA-93631-386784362,Xome.com,"Nestor Solutions, LLC","214 5th St, Suite 205, Huntington Beach, CA 92648"
2141 Thorndike Ave,Casper,WY,82601,NATRONA,2025-07-03,10:00AM,,https://www.xome.com/auctions/2141-Thorndike-Ave-Casper-WY-82601-383025235,Xome.com,"Randall S. Miller & Associates, P.C",248-335-9200
2211 Pleasant Brook Way,Burlington,NC,27215,ALAMANCE,2025-07-03,10:00AM,,https://www.xome.com/auctions/2211-Pleasant-Brook-Way-Burlington-NC-27215-378592957,Xome.com,Hutchens Law Firm,"4317 Ramsey Street, Fayetteville, NC 28311"
9330 Nw 53rd Ct,Sunrise,FL,33351,BROWARD,2025-07-03,10:00AM,,https://www.xome.com/auctions/9330-Nw-53rd-Ct-Sunrise-FL-33351-372989868,Xome.com,Storey Law Group P.A.,407-488-1225
10204 Hanna Avenue,Los Angeles,CA,91311,LOSANGELES,2025-07-03,10:00AM,,https://www.xome.com/auctions/10204-Hanna-Avenue-Los-Angeles-CA-91311-312878415,Xome.com,Trustee Corps,"17100 Gillette Ave, Irvine, CA 92614"
2241 Flintridge Drive,Glendale,CA,91206,LOSANGELES,2025-07-03,10:00AM,,https://www.xome.com/auctions/2241-Flintridge-Drive-Glendale-CA-91206-205240245,Xome.com,McCarthy & Holthus LLP,"2763 Camino Del Rio South, Suite 100, San Diego, CA 92108"
2739 Wegworth Ln,Baltimore,MD,21230,BALTIMORECITY,2025-07-03,10:15AM,,https://www.xome.com/auctions/2739-Wegworth-Ln-Baltimore-MD-21230-406326873,Xome.com,Orlans Law Group PLLC,248-502-1400
303 Cherry Street,Clarksdale,MS,38614,COAHOMA,2025-07-03,11:00AM,,https://www.xome.com/auctions/303-Cherry-Street-Clarksdale-MS-38614-407362159,Xome.com,"McCalla Raymer Leibert Pierce, LLC",662-388-5464
4003 Hwy 42,Cherry Valley,AR,72324,CROSS,2025-07-03,11:00AM,,https://www.xome.com/auctions/4003-Hwy-42-Cherry-Valley-AR-72324-405556506,Xome.com,McCarthy & Holthus LLP,619-685-4800
2103 Ne Lee High Dr,Huntsville,AL,35811,MADISON,2025-07-03,11:00AM,,https://www.xome.com/auctions/2103-Ne-Lee-High-Dr-Huntsville-AL-35811-405523337,Xome.com,"Halliday, Watkins & Mann, P.C.",801-355-2886
325 N Palo Verde St,Cottonwood,AZ,86326,YAVAPAI,2025-07-03,11:00AM,,https://www.xome.com/auctions/325-N-Palo-Verde-St-Cottonwood-AZ-86326-385990450,Xome.com,"Nestor Solutions, LLC",888-403-4115
850 S Main St,Boaz,AL,35956,ETOWAH,2025-07-03,11:00AM,,https://www.xome.com/auctions/850-S-Main-St-Boaz-AL-35956-406961916,Xome.com,"Aldridge Pite, LLP",877-319-8840
21596 County Rd 273a,Wheatland,MO,65779,HICKORY,2025-07-03,11:30AM,,https://www.xome.com/auctions/21596-County-Rd-273a-Wheatland-MO-65779-407095890,Xome.com,LOGS Legal Group LLP,314-770-2120
13321 Eastfield Village Ln,Charlotte,NC,28269,MECKLENBURG,2025-07-03,11:30AM,,https://www.xome.com/auctions/13321-Eastfield-Village-Ln-Charlotte-NC-28269-386517447,Xome.com,"Brock and Scott, PLLC","4360 Chanblee Dunwoody Road, Suite 310, Atlanta, GA 30341"
8456 Loch Raven Blvd,Towson,MD,21286,BALTIMORE,2025-07-03,11:45AM,,https://www.xome.com/auctions/8456-Loch-Raven-Blvd-Towson-MD-21286-404653026,Xome.com,Orlans Law Group PLLC,248-502-1400
314 Illinois Street,Joliet,IL,60436,WILL,2025-07-03,12:00PM,,https://www.xome.com/auctions/314-Illinois-Street-Joliet-IL-60436-406882692,Xome.com,Codilis Law Firms,630-794-5300
6301 Roberts Ave,Mays Landing,NJ,08330,ATLANTIC,2025-07-03,12:00PM,,https://www.xome.com/auctions/6301-Roberts-Ave-Mays-Landing-NJ-8330-406338970,Xome.com,"Brock and Scott, PLLC",317-537-3001
21052 Kenmare Dr,Shorewood,IL,60404,WILL,2025-07-03,12:00PM,,https://www.xome.com/auctions/21052-Kenmare-Dr-Shorewood-IL-60404-405492694,Xome.com,Codilis Law Firms,630-794-5300
1613 Hazen St,Knoxville,TN,37915,KNOX,2025-07-03,12:00PM,,https://www.xome.com/auctions/1613-Hazen-St-Knoxville-TN-37915-403851760,Xome.com,"Mackie Wolf Zientz & Mann, P.C.",615-238-3630
6054 Wilmington Avenue,Egg Harbor Township,NJ,08234,ATLANTIC,2025-07-03,12:00PM,,https://www.xome.com/auctions/6054-Wilmington-Avenue-Egg-Harbor-Township-NJ-8234-399269796,Xome.com,"Gross Polowy, LLC",716-204-1700
213 Washington Ave,Egg Harbor City,NJ,08215,ATLANTIC,2025-07-03,12:00PM,,https://www.xome.com/auctions/213-Washington-Ave-Egg-Harbor-City-NJ-8215-392970789,Xome.com,Hill Wallack LLP,609-924-0808
7904e 112th St,Kansas City,MO,64134,JACKSON,2025-07-03,02:00PM,,https://www.xome.com/auctions/7904e-112th-St-Kansas-City-MO-64134-406882695,Xome.com,"SouthLaw, P.C.",913-663-7600
4456 Ocean Heights Ave,Mays Landing,NJ,08330,ATLANTIC,2025-07-03,12:00PM,,https://www.xome.com/auctions/4456-Ocean-Heights-Ave-Mays-Landing-NJ-8330-318096539,Xome.com,RAS  Primary,973-575-0707
9771 Helenite Ct,Elk Grove,CA,95624,SACRAMENTO,2025-07-03,01:30PM,,https://www.xome.com/auctions/9771-Helenite-Ct-Elk-Grove-CA-95624-328748018,Xome.com,McCarthy & Holthus LLP,"2763 Camino Del Rio South, Suite 100, San Diego, CA 92108"
308 Loyalhanna Ave,Latrobe,PA,15650,WESTMORELAND,2025-07-07,09:00AM,,https://www.xome.com/auctions/308-Loyalhanna-Ave-Latrobe-PA-15650-404071921,Xome.com,"Brock and Scott, PLLC",317-537-3001
18 Rizzi Dr,Irwin,PA,15642,WESTMORELAND,2025-07-07,09:00AM,,https://www.xome.com/auctions/18-Rizzi-Dr-Irwin-PA-15642-403439148,Xome.com,LOGS Legal Group LLP,
160 Seavey Rd,Pittsburgh,PA,15223,ALLEGHENY,2025-07-07,09:00AM,,https://www.xome.com/auctions/160-Seavey-Rd-Pittsburgh-PA-15223-392657126,Xome.com,"McCabe, Weisberg & Conway, LLC",215-790-1010
103 Greybridge Rd,Pelzer,SC,29669,GREENVILLE,2025-07-07,10:00AM,,https://www.xome.com/auctions/103-Greybridge-Rd-Pelzer-SC-29669-407367628,Xome.com,"Scott and Corley, P.A.",803-252-3340
1225 W Main Street,Dillon,SC,29536,DILLON,2025-07-07,10:00AM,,https://www.xome.com/auctions/1225-W-Main-Street-Dillon-SC-29536-407363328,Xome.com,"Brock and Scott, PLLC",
417w First St,Gage,OK,73843,ELLIS,2025-07-07,10:00AM,,https://www.xome.com/auctions/417w-First-St-Gage-OK-73843-406996612,Xome.com,"Kivell, Rayment and Francis, P.C.",918-254-0626
5200 Sw 122nd Avenue,Miami,FL,33175,MIAMI-DADE,2025-07-07,09:00AM,,https://www.xome.com/auctions/5200-Sw-122nd-Avenue-Miami-FL-33175-371632683,Xome.com,RAS  Primary,561-241-6901
12708 Whiteholm Dr,Upper Marlboro,MD,20774,PRINCEGEORGE'S,2025-07-07,10:00AM,,https://www.xome.com/auctions/12708-Whiteholm-Dr-Upper-Marlboro-MD-20774-406994914,Xome.com,RAS  Primary,470-321-7112
1024 Barrows Drive,Suisun City,CA,94585,SOLANO,2025-07-07,09:30AM,,https://www.xome.com/auctions/1024-Barrows-Drive-Suisun-City-CA-94585-389576060,Xome.com,"Nestor Solutions, LLC","214 5th St, Suite 205, Huntington Beach, CA 92648"
2317 C R 1268,Blanchard,OK,73010,GRADY,2025-07-07,10:00AM,,https://www.xome.com/auctions/2317-C-R-1268-Blanchard-OK-73010-406687415,Xome.com,"Baer & Timberlake, PC",405-842-7722
124 Lowndes Lake Rd,Varnville,SC,29944,HAMPTON,2025-07-07,10:00AM,,https://www.xome.com/auctions/124-Lowndes-Lake-Rd-Varnville-SC-29944-407652203,Xome.com,Rogers Townsend LLC,803-771-7900
417 E Virginia Ave,Bessemer City,NC,28016,GASTON,2025-07-07,10:00AM,,https://www.xome.com/auctions/417-E-Virginia-Ave-Bessemer-City-NC-28016-406212237,Xome.com,"Brock and Scott, PLLC","4360 Chanblee Dunwoody Road, Suite 310, Atlanta, GA 30341"
3445 Hickory Hill Rd,Varnville,SC,29944,HAMPTON,2025-07-07,10:00AM,,https://www.xome.com/auctions/3445-Hickory-Hill-Rd-Varnville-SC-29944-407648519,Xome.com,Rogers Townsend LLC,803-771-7900
1597 Kimball Dr,Madison,OH,44057,LAKE,2025-07-07,10:00AM,,https://www.xome.com/auctions/1597-Kimball-Dr-Madison-OH-44057-407582173,Xome.com,Reimer Law Co.,440-600-5500
135 Chandler Blvd,Macomb,IL,61455,MCDONOUGH,2025-07-07,10:00AM,,https://www.xome.com/auctions/135-Chandler-Blvd-Macomb-IL-61455-404723499,Xome.com,"Law Offices of Ira T. Nevel, LLC",312-357-1125
60261 S County Road 197,Arnett,OK,73832,ELLIS,2025-07-07,10:00AM,,https://www.xome.com/auctions/60261-S-County-Road-197-Arnett-OK-73832-404650989,Xome.com,"Baer & Timberlake, PC",405-842-7722
2705 Ivy Glen Dr,Conway,SC,29526,HORRY,2025-07-07,10:00AM,,https://www.xome.com/auctions/2705-Ivy-Glen-Dr-Conway-SC-29526-404481569,Xome.com,"Brock and Scott, PLLC",
411 3rd Ave,Sutersville,PA,15083,WESTMORELAND,2025-07-07,10:00AM,,https://www.xome.com/auctions/411-3rd-Ave-Sutersville-PA-15083-404202049,Xome.com,"KML Law Group, P.C.",215-627-1322
240 Verdant Street,North Huntingdon,PA,15642,WESTMORELAND,2025-07-07,10:00AM,,https://www.xome.com/auctions/240-Verdant-Street-North-Huntingdon-PA-15642-404077053,Xome.com,"KML Law Group, P.C.",215-627-1322
12805 Cedarbrook Ln,Laurel,MD,20708,PRINCEGEORGE'S,2025-07-07,10:00AM,,https://www.xome.com/auctions/12805-Cedarbrook-Ln-Laurel-MD-20708-403670518,Xome.com,RAS  Primary,470-321-7112
7 Warner St,Nashua,NH,03063,HILLSBOROUGH,2025-07-07,10:00AM,,https://www.xome.com/auctions/7-Warner-St-Nashua-NH-3063-403355787,Xome.com,"Brock and Scott, PLLC",910-392-4988
7 Cherrie Ct,Saint Peters,MO,63376,SAINTCHARLES,2025-07-07,10:00AM,,https://www.xome.com/auctions/7-Cherrie-Ct-Saint-Peters-MO-63376-402900083,Xome.com,LOGS Legal Group LLP,314-770-2120
710 Rose St,N Huntingdon,PA,15642,WESTMORELAND,2025-07-07,10:00AM,,https://www.xome.com/auctions/710-Rose-St-N-Huntingdon-PA-15642-402867876,Xome.com,Albertelli Law / ALAW,813-221-4743
4 Carriage Rd,Greensburg,PA,15601,WESTMORELAND,2025-07-07,10:00AM,,https://www.xome.com/auctions/4-Carriage-Rd-Greensburg-PA-15601-402641860,Xome.com,"Brock and Scott, PLLC",317-537-3001
2513 Hi Ridge Dr,North Huntingdon,PA,15642,WESTMORELAND,2025-07-07,10:00AM,,https://www.xome.com/auctions/2513-Hi-Ridge-Dr-North-Huntingdon-PA-15642-402287048,Xome.com,"KML Law Group, P.C.",215-627-1322
740 Fulton St,Orangeburg,SC,29115,ORANGEBURG,2025-07-07,10:00AM,,https://www.xome.com/auctions/740-Fulton-St-Orangeburg-SC-29115-396830315,Xome.com,RAS  Primary,470-321-7112
3442 Coles Rd,Columbia,SC,29203,RICHLAND,2025-07-07,10:00AM,,https://www.xome.com/auctions/3442-Coles-Rd-Columbia-SC-29203-395614884,Xome.com,"Bell Carrington Price & Gregg, LLC",803-509-5078
837 Turril St,Le Sueur,MN,56058,LESUEUR,2025-07-07,10:00AM,,https://www.xome.com/auctions/837-Turril-St-Le-Sueur-MN-56058-380457691,Xome.com,"Liebo, Weingarden, Dobie & Barbee PLLP",952-925-6888
2230 E 70th Place Unit 204,Chicago,IL,60649,COOK,2025-07-07,11:00AM,,https://www.xome.com/auctions/2230-E-70th-Place-Unit-204-Chicago-IL-60649-405526274,Xome.com,Lender Legal PLLC,407-730-4644
2209 South Waterman Dr,Valrico,FL,33594,HILLSBOROUGH,2025-07-07,10:00AM,,https://www.xome.com/auctions/2209-South-Waterman-Dr-Valrico-FL-33594-395281425,Xome.com,"Van Ness Law Firm, PLC",954-571-2031
5100 W Quincy St,Chicago,IL,60644,COOK,2025-07-07,11:00AM,,https://www.xome.com/auctions/5100-W-Quincy-St-Chicago-IL-60644-383800642,Xome.com,"Law Offices of Ira T. Nevel, LLC",312-357-1125
525 Winged Elm St,Loris,SC,29569,HORRY,2025-07-07,11:00AM,,https://www.xome.com/auctions/525-Winged-Elm-St-Loris-SC-29569-383637619,Xome.com,"McMichael Taylor Gray, LLC",404-474-7149
129 Windsor Springs Rd,Conway,SC,29527,HORRY,2025-07-07,11:00AM,,https://www.xome.com/auctions/129-Windsor-Springs-Rd-Conway-SC-29527-362460278,Xome.com,"McMichael Taylor Gray, LLC",404-474-7149
5615 Toby Place Rd,Stedman,NC,28391,CUMBERLAND,2025-07-07,12:00PM,,https://www.xome.com/auctions/5615-Toby-Place-Rd-Stedman-NC-28391-405120021,Xome.com,Hutchens Law Firm,"4317 Ramsey Street, Fayetteville, NC 28311"
524 Mt Pleasant Road,Mt Pleasant,PA,15666,FAYETTE,2025-07-07,10:00AM,,https://www.xome.com/auctions/524-Mt-Pleasant-Road-Mt-Pleasant-PA-15666-383191168,Xome.com,"KML Law Group, P.C.",215-627-1322
1922 Harcourt Cir,Fayetteville,NC,28304,CUMBERLAND,2025-07-07,12:00PM,,https://www.xome.com/auctions/1922-Harcourt-Cir-Fayetteville-NC-28304-407129898,Xome.com,Hutchens Law Firm,"4317 Ramsey Street, Fayetteville, NC 28311"
