Address,City,State,Postal,County,Date,Time,Case,URL,Source,Atty,Atty_Contact
1437 JECENIA BLOSSOM DR,APOPKA,FL, 32712,myorangeclerk,07/17/2025,11:00 AM ET,2022-CA-006045-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
4611 ANTON AVE,APOPKA,FL, 32712,myorangeclerk,07/17/2025,11:00 AM ET,2024-CA-006854-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
2825 AMBER RIDGE CT,DELTONA,FL,  32725,volusia,07/17/2025,11:00 AM ET,2023 12073 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
1500 NW 4TH AVE 306,GAINESVILLE,FL,  32603,alachua,07/17/2025,11:00 AM ET,01 2024 CA 003365,https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
6319 SW 37TH WAY,GAINESVILLE,FL,  32608,alachua,07/17/2025,11:00 AM ET,01 2022 CA 001472,https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
11109 SE 224TH TER,HAWTHORNE,FL,  32640,alachua,07/17/2025,11:00 AM ET,01 2024 CA 001687,https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
105 WARD AV,INTERLACHEN,FL,  32148,putnam,07/17/2025,11:00 AM ET,542025CC000361CCAXMX,https://putnam.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
8420 THREE CREEKS BLVD,JACKSONVILLE,FL,  32220,duval,07/17/2025,11:00 AM ET,16-2023-CA-010039-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
6517 SANDLER LAKES DR,JACKSONVILLE,FL,  32222,duval,07/17/2025,11:00 AM ET,16-2023-CA-010088-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
740 W JOLYNN RD,JACKSONVILLE,FL,  32225,duval,07/17/2025,11:00 AM ET,16-2024-CA-001052-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
6218 ZANE DR,MOUNT DORA,FL, 32757,myorangeclerk,07/17/2025,11:00 AM ET,2023-CC-018362-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
39 N OXALIS DR,ORLANDO,FL, 32807,myorangeclerk,07/17/2025,11:00 AM ET,2022-CA-007423-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
8741 MCCORMACK MCRAE WAY,ORLANDO,FL, 32836,myorangeclerk,07/17/2025,11:00 AM ET,2024-CC-022336-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
1456 ATLANTIC BREEZE WAY,PONTE VEDRA BEACH,FL,  32082,saintjohns,07/17/2025,12:00 PM ET,CA24-0980,https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
4217 WICKS BRANCH RD,SAINT AUGUSTINE,FL,  32086,saintjohns,07/17/2025,12:00 PM ET,CA23-1940,https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
635 PORTA ROSA CIR,SAINT AUGUSTINE,FL,  32092,saintjohns,07/17/2025,12:00 PM ET,CC22-1704,https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,,
4300 CAREER LN,NORTH PORT,FL, 34289,sarasota,07/18/2025,09:00 AM ET,2024 CA 001596 NC,https://sarasota.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
1038 10TH ST W,LAKELAND,FL,  33805,polk,07/18/2025,10:00 AM ET,2024CA004195000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
6711 OLD HWY 37,LAKELAND,FL,  33811,polk,07/18/2025,10:00 AM ET,2024CA003283000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
940 VONNA JO CIR,PENSACOLA,FL,  32506,escambia,07/18/2025,11:00 AM CT,2024 CA 001371,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
303 FRISCO RD,PERDIDO KEY,FL,  32507,escambia,07/18/2025,11:00 AM CT,2024 CA 000316,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
8815 DOROTHY FARRIS RD,SOUTHPORT,FL,  32409,bay,07/18/2025,11:00 AM CT,24000162CA,https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
7REMINGTON RD,ORMOND BEACH,FL,  32174,flagler,07/18/2025,11:00 AM ET,2024 CA 000463,https://flagler.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
250 WILLOW PL,ORMOND BEACH,FL,  32174,volusia,07/18/2025,11:00 AM ET,2018 30070 CICI,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
33KINGS COLONY CT,PALM COAST,FL,  32137,flagler,07/18/2025,11:00 AM ET,2022 CA 000524,https://flagler.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
6724 APOLLO TRL,TALLAHASSEE,FL,  32309,leon,07/18/2025,11:00 AM ET,2024 CA 000710,https://leon.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,,
2775 NE 187 ST 202,AVENTURA,FL,  33180,miamidade,07/21/2025,09:00 AM ET,2023-118072-CC-05,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
1422 CORUNA AVE,CORAL GABLES,FL,  33156,miamidade,07/21/2025,09:00 AM ET,2023-020412-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
10392 NW 31 TER,DORAL,FL,  33172,miamidade,07/21/2025,09:00 AM ET,2024-001773-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
9703 NW 127 ST,HIALEAH GARDENS,FL,  33018,miamidade,07/21/2025,09:00 AM ET,2023-027011-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
521 W 35 PL,HIALEAH,FL,  33012,miamidade,07/21/2025,09:00 AM ET,2024-021535-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
3373 W 97 ST,HIALEAH,FL,  33018,miamidade,07/21/2025,09:00 AM ET,2023-001566-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
3385 W 97 ST,HIALEAH,FL,  33018,miamidade,07/21/2025,09:00 AM ET,2023-001566-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
3397 W 97 ST,HIALEAH,FL,  33018,miamidade,07/21/2025,09:00 AM ET,2023-001566-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
833 SE 19 ST,HOMESTEAD,FL,  33034,miamidade,07/21/2025,09:00 AM ET,2023-027849-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
735 HARBOR DR,KEY BISCAYNE,FL,  33149,miamidade,07/21/2025,09:00 AM ET,2024-015108-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
841 W 40 ST,MIAMI BEACH,FL,  33140,miamidade,07/21/2025,09:00 AM ET,2024-019934-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
20503 NW 11 AVE,MIAMI GARDENS,FL,  33169,miamidade,07/21/2025,09:00 AM ET,2022-010471-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
16405 LOCH DOON RD,MIAMI LAKES,FL,  33014,miamidade,07/21/2025,09:00 AM ET,2024-000956-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
3671 NW 16 ST,MIAMI,FL,  33125,miamidade,07/21/2025,09:00 AM ET,2024-017121-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
5631 NW 5 CT,MIAMI,FL,  33127,miamidade,07/21/2025,09:00 AM ET,2022-007231-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
2798 SW 33 AVE,MIAMI,FL,  33133,miamidade,07/21/2025,09:00 AM ET,2020-001252-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
4291 SW 14 ST,MIAMI,FL,  33134,miamidade,07/21/2025,09:00 AM ET,2009-066920-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
8501 SW 68 STREET RD,MIAMI,FL,  33143,miamidade,07/21/2025,09:00 AM ET,2023-020585-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
17722 SW 114 AVE,MIAMI,FL,  33157,miamidade,07/21/2025,09:00 AM ET,2024-018482-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
540 NW 109 ST,MIAMI,FL,  33168,miamidade,07/21/2025,09:00 AM ET,2013-028459-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
10837 NW 7 ST 11-11,MIAMI,FL,  33172,miamidade,07/21/2025,09:00 AM ET,2024-016428-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
8911 SW 108 PATH,MIAMI,FL,  33176,miamidade,07/21/2025,09:00 AM ET,2024-014537-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
9024 SW 113 PLACE CIR E,MIAMI,FL,  33176,miamidade,07/21/2025,09:00 AM ET,2024-015449-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
1400 NE 191 ST 305,MIAMI,FL,  33179,miamidade,07/21/2025,09:00 AM ET,2023-188358-CC-05,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
13150 SW 62 TER 104,MIAMI,FL,  33183,miamidade,07/21/2025,09:00 AM ET,2024-020957-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
14250 SW 71 LN,MIAMI,FL,  33183,miamidade,07/21/2025,09:00 AM ET,2025-003450-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
15802 SW 99 ST,MIAMI,FL,  33196,miamidade,07/21/2025,09:00 AM ET,2019-003300-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
556 NE 128 ST,NORTH MIAMI,FL,  33161,miamidade,07/21/2025,09:00 AM ET,2023-028014-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
4464 NW 179 TER,OPA LOCKA,FL,  33055,miamidade,07/21/2025,09:00 AM ET,2023-026315-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
6350 SW 60 AVE,SOUTH MIAMI,FL,  33143,miamidade,07/21/2025,09:00 AM ET,2024-008263-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
6305 SW 58 PL,SOUTH MIAMI,FL,  33143,miamidade,07/21/2025,09:00 AM ET,2024-019894-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
17724 BRIGHT WHEAT DR,LITHIA,FL,  33547,hillsborough,07/21/2025,10:00 AM ET,292021CA008090A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
15602 INDIAN QUEEN DR,ODESSA,FL,  33556,hillsborough,07/21/2025,10:00 AM ET,292013CA007229A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
10254 HUNTERS HAVEN BLVD,RIVERVIEW,FL,  33578,hillsborough,07/21/2025,10:00 AM ET,292022CA004486A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
3915 W ARCH ST,TAMPA,FL,  33607,hillsborough,07/21/2025,10:00 AM ET,292023CA014684A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
6216 EAGLEBROOK AVE,TAMPA,FL,  33625,hillsborough,07/21/2025,10:00 AM ET,292007CA007053A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
1209 JOLLEY CT,VALRICO,FL,  33594,hillsborough,07/21/2025,10:00 AM ET,292018CA011798A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
21555 SW 102ND STREET RD,DUNNELLON,FL,  34431,marion,07/21/2025,11:00 AM ET,422024CA001376CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
7418 JASPER AVE,JACKSONVILLE,FL,  32211,duval,07/21/2025,11:00 AM ET,16-2023-CA-009663-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
5566 ORTEGA PARK BLVD,JACKSONVILLE,FL,  32244,duval,07/21/2025,11:00 AM ET,16-2024-CA-003326-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
2921 SEARCHWOOD DR,JACKSONVILLE,FL,  32277,duval,07/21/2025,11:00 AM ET,16-2023-CA-000379-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
16 TEAK LOOP,OCALA,FL,  34472,marion,07/21/2025,11:00 AM ET,422022CA001564CAAXXX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
2715 LEE ST,PUNTA GORDA,FL,  33950,charlotte,07/21/2025,11:00 AM ET,24000264CA,https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
5756 NE 165TH TERRACE RD,SILVER SPRINGS,FL,  34488,marion,07/21/2025,11:00 AM ET,422023CA002318CAAXXX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
1611 SW ALEDO LN,PORT SAINT LUCIE,FL,  34953,stlucie,07/22/2025,08:00 AM ET,2020CA000309,https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
5005 BUCHANAN DR,SAINT LUCIE COUNTY,FL,  34982,stlucie,07/22/2025,08:00 AM ET,2023CA001908,https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
611 N GREENWAY DR,CORAL GABLES,FL,  33134,miamidade,07/22/2025,09:00 AM ET,2024-021045-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
300 W 74 PL 217,HIALEAH,FL,  33014,miamidade,07/22/2025,09:00 AM ET,2018-014430-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
1510 NW 17 ST,HOMESTEAD,FL,  33030,miamidade,07/22/2025,09:00 AM ET,2023-011691-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
901 BRICKELL KEY BLVD 906,MIAMI,FL,  33131,miamidade,07/22/2025,09:00 AM ET,2024-017945-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
14345 SW 97 TER,MIAMI,FL,  33186,miamidade,07/22/2025,09:00 AM ET,2023-015532-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
13733 SW 124 AVENUE RD,MIAMI,FL,  33186,miamidade,07/22/2025,09:00 AM ET,2024-012952-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
3589 N CHAMBERLAIN BLVD,NORTH PORT,FL, 34286,sarasota,07/22/2025,09:00 AM ET,2024 CA 001414 NC,https://sarasota.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
321 ARIANA ST,AUBURNDALE,FL,  33823,polk,07/22/2025,10:00 AM ET,2023CA005433000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
340 OREGON LN,BOCA RATON,PA,  33487,palmbeach,07/22/2025,10:00 AM ET,502021CA013137XXXXMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
2072 SW DANFORTH CIR,PALM CITY,FL,  34990,martin,07/22/2025,10:00 AM ET,24000712CAAXMX,https://martin.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
704 FISHER DR,POINCIANA,FL,  34759,polk,07/22/2025,10:00 AM ET,2024CA001897000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
10322 HOLSTEIN EDGE PL,RIVERVIEW,FL,  33569,hillsborough,07/22/2025,10:00 AM ET,292023CA013351A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
11609 WINN RD,RIVERVIEW,FL,  33569,hillsborough,07/22/2025,10:00 AM ET,292024CA007492A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
12902 CATTAIL SHORE LN,RIVERVIEW,FL,  33579,hillsborough,07/22/2025,10:00 AM ET,292023CA014029A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
700 S HARBOUR ISLAND BLVD 510,TAMPA,FL,  33602,hillsborough,07/22/2025,10:00 AM ET,292024CA007474A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
25522ND AVE,VERO BEACH,FL,  32962,indian-river,07/22/2025,10:00 AM ET,2024 CA 000238,https://indian-river.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
837 CAMBRIDGE DR,WINTER HAVEN,FL,  33881,polk,07/22/2025,10:00 AM ET,2024CA000715000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
210 OLD SPANISH WAY,WINTER HAVEN,FL,  33884,polk,07/22/2025,10:00 AM ET,2022CA001242000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
941 SUMMER SHADE LN,CANTONMENT,FL,  32533,escambia,07/22/2025,11:00 AM CT,2024 CA 000484,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
13615 HWY 167,FOUNTAIN,FL,  32438,bay,07/22/2025,11:00 AM CT,24000362CA,https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
5365 OVERBROOK DR,MILTON,FL,  32570,santarosa,07/22/2025,11:00 AM CT,572024CA000673CAAXMX,https://santarosa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
4633 RAMBLING WAY,PACE,FL,  32571,santarosa,07/22/2025,11:00 AM CT,572024CA000109CAAXMX,https://santarosa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
4919 2ND ST E,PANAMA CITY,FL,  32404,bay,07/22/2025,11:00 AM CT,24000530CA,https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
499 N 70TH AVE,PENSACOLA,FL,  32506,escambia,07/22/2025,11:00 AM CT,2023 CA 002083,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
7443 CHIMNEY PINES DR,PENSACOLA,FL,  32526,escambia,07/22/2025,11:00 AM CT,2024 CA 000562,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
1105 13TH ST,SOUTHPORT,FL,  32409,bay,07/22/2025,11:00 AM CT,24000293CA,https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
1409 17TH ST E,BRADENTON,FL,  34208,manatee,07/22/2025,11:00 AM ET,412024CA001350CAAXMA,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
561 QUAIL VALLEY CT,DEBARY,FL,  32713,volusia,07/22/2025,11:00 AM ET,2023 11855 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
137 LUCERNE DR,DEBARY,FL,  32713,volusia,07/22/2025,11:00 AM ET,2024 12775 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
3877 ARBORVITAE WAY,DELAND,FL,  32724,volusia,07/22/2025,11:00 AM ET,2024 12715 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
1074 WILMINGTON DR,DELTONA,FL,  32725,volusia,07/22/2025,11:00 AM ET,2023 11860 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
2532 NE 13TH AVE,GAINESVILLE,FL,  32641,alachua,07/22/2025,11:00 AM ET,01 2022 CA 002638,https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
960 KENMORE ST,JACKSONVILLE,FL,  32208,duval,07/22/2025,11:00 AM ET,16-2024-CA-000820-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
5529 SEABOARD AVE,JACKSONVILLE,FL,  32244,duval,07/22/2025,11:00 AM ET,16-2022-CA-003172-XXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
