Date,URL,Source,Case,Judgment,Parcel,Address,Address2,Value,Atty,Atty_Contact
"Auction Starts
07/15/2025 11:00 AM ET",https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2023-CA-018007-O,"$205,372.21 ",2.92E+14,13739 RIDGETOP RD,"ORLANDO, 32837","$170,665.00 ",,
"Auction Starts
08/06/2025 11:00 AM ET",https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/06/2025,Realforeclose.com,2024-CA-007649-O,"$317,468.56 ",2.92E+14,14610 ASTINA WAY,"ORLANDO, 32837","$375,296.00 ",,
"Auction Starts
07/22/2025 11:00 AM ET",https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,2022-CA-001747-O,"$91,298.15 ",2.92E+14,4022 HENLEY RD,"ORLANDO, 32839","$84,458.00 ",,
"Auction Starts
07/11/2025 11:00 AM ET",https://flagler.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/11/2025,Realforeclose.com,2024 CA 000228,"$211,846.11 ",03-13-31-5120-1A030-0300,30 LANDINGS LN # 30,"ORMOND BEACH, FL- 32174","$156,758.00 ",,
"Auction Starts
07/16/2025 11:00 AM ET",https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,2024 12835 CICI,"$138,409.06 ",4.22E+11,96 TOMOKA MEADOWS BLVD,"ORMOND BEACH, FL- 32174","$135,381.00 ",,
"Auction Starts
07/18/2025 11:00 AM ET",https://flagler.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,2024 CA 000463,"$269,600.56 ",15-13-31-1910-00000-0010,7REMINGTON RD,"ORMOND BEACH, FL- 32174","$180,000.00 ",,
"Auction Starts
07/25/2025 11:00 AM ET",https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,2023 32313 CICI,"$79,101.80 ",3.22E+11,2929 ANCHOR DR,"ORMOND BEACH, FL- 32176","$327,985.00 ",,
"Auction Starts
08/08/2025 11:00 AM ET",https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/08/2025,Realforeclose.com,2024 13394 CICI,"$69,710.66 ",4.20E+11,10 LYNNHURST DR 2140,"ORMOND BEACH, FL- 32176","$151,107.00 ",,
"Auction Starts
07/29/2025 11:00 AM ET",https://seminole.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,2024CA000363,"$465,386.26 ",28-21-31-300-003E-0000,290 LAKE DR,"OVIEDO, FL- 32765","$383,858.00 ",,
"Auction Starts
07/22/2025 11:00 AM CT",https://santarosa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,572024CA000109CAAXMX,"$169,143.24 ",08-1N-29-3375-00000-0830,4633 RAMBLING WAY,"PACE, FL- 32571","$71,859.00 ",,
"Auction Starts
07/23/2025 11:00 AM CT",https://santarosa.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,572025CA000018CAAXMX,"$109,062.07 ",02-1N-29-1295-00400-0180,5221 MADISON AVE,"PACE, FL- 32571","$58,301.00 ",,
"Auction Starts
07/22/2025 10:00 AM ET",https://martin.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,24000712CAAXMX,"$731,385.83 ",19-38-41-001-000-00820-1,2072 SW DANFORTH CIR,"PALM CITY, FL- 34990","$602,900.00 ",,
"Auction Starts
07/18/2025 11:00 AM ET",https://flagler.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,2022 CA 000524,"$143,802.78 ",07-11-31-3375-00000-0330,33KINGS COLONY CT,"PALM COAST, FL- 32137","$178,364.00 ",,
"Auction Starts
07/18/2025 11:00 AM ET",https://flagler.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,2025 CA 000024,"$758,150.50 ",07-11-31-7015-00030-1220,51COMANCHE CT,"PALM COAST, FL- 32137","$517,259.00 ",,
"Auction Starts
07/11/2025 11:00 AM ET",https://flagler.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/11/2025,Realforeclose.com,2023 CA 001003,"$385,631.81 ",07-11-31-7020-00050-0140,18 WEBELO PL,"PALM COAST, FL- 32164","$314,989.00 ",,
"Auction Starts
08/01/2025 11:00 AM ET",https://flagler.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/01/2025,Realforeclose.com,2025 CA 000019,"$116,658.51 ",07-11-31-7023-00220-0380,29WHITTINGHAM LN,"PALM COAST, FL- 32164","$188,146.00 ",,
"Auction Starts
07/28/2025 09:00 AM ET",https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,2018-033796-CA-01,"$316,400.76 ",33-5034-021-0240,8265 SW 178 TER,"PALMETTO BAY, FL- 33157","$403,327.00 ",,
"Auction Starts
07/16/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,412023CA004171CAAXMA,"$124,812.08 ",662401553,6006 66TH STREET CIR E,"PALMETTO, FL- 34221","$262,354.00 ",,
"Auction Starts
07/16/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,412024CA001185CAAXMA,"$380,947.45 ",669807509,3311 77TH CT E,"PALMETTO, FL- 34221","$252,707.00 ",,
"Auction Starts
07/30/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,412024CA001157CAAXMA,"$135,116.95 ",662404706,6010 62ND CT E,"PALMETTO, FL- 34221","$93,757.00 ",,
"Auction Starts
08/05/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/05/2025,Realforeclose.com,412024CA000368CAAXMA,"$55,486.18 ",2633800004,1120 3RD AVE W,"PALMETTO, FL- 34221","$158,515.00 ",,
"Auction Starts
07/31/2025 11:00 AM CT",https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,24001016CA,"$452,108.54 ",34039-850-200,212 MOONRAKER CIR,"PANAMA CITY BEACH, FL- 32407","$407,706.00 ",,
"Auction Starts
07/24/2025 11:00 AM CT",https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,24000186CA,"$541,296.80 ",33830-295-000,104 SEASHELL CT,"PANAMA CITY BEACH, FL- 32413","$299,479.00 ",,
"Auction Starts
07/24/2025 11:00 AM CT",https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,24001000CA,"$70,322.48 ",34511-533-000,14401 FRONT BEACH RD 227,"PANAMA CITY BEACH, FL- 32413","$152,915.00 ",,
"Auction Starts
07/10/2025 11:00 AM CT",https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,25000044CA,"$25,807.95 ",27935-556-000,5505 SUN HARBOUR RD 235,"PANAMA CITY, FL- 32401","$100,279.00 ",,
"Auction Starts
07/09/2025 11:00 AM CT",https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,23001439CA,"$214,754.38 ",25159-000-000,507 11TH ST N,"PANAMA CITY, FL- 32404","$168,453.00 ",,
"Auction Starts
07/22/2025 11:00 AM CT",https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,24000530CA,"$33,024.15 ",25858-000-000,4919 2ND ST E,"PANAMA CITY, FL- 32404","$44,568.00 ",,
"Auction Starts
07/25/2025 11:00 AM CT",https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,24000777CA,"$134,816.06 ",05487-106-000,4518 TROPICAL DR,"PANAMA CITY, FL- 32404","$110,746.00 ",,
"Auction Starts
07/30/2025 11:00 AM CT",https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,24000425CA,"$250,027.06 ",06927-045-000,6510 OMOKO ST,"PANAMA CITY, FL- 32404","$232,983.00 ",,
"Auction Starts
08/08/2025 11:00 AM CT",https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/08/2025,Realforeclose.com,22000798CA,"$165,675.61 ",07281-000-000,939 KATHERINE AVE S,"PANAMA CITY, FL- 32404","$75,097.00 ",,
"Auction Starts
08/06/2025 11:00 AM CT",https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/06/2025,Realforeclose.com,24000855CA,"$276,809.06 ",12752-000-000,3121 DOUGLAS RD,"PANAMA CITY, FL- 32405","$174,511.00 ",,
"Auction Starts
07/15/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,412021CA000336CAAXMA,"$782,574.50 ",505403309,2906 122ND TER E,"PARRISH, FL- 34219","$369,796.00 ",,
"Auction Starts
07/30/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,412024CC003149CCAXMA,"$3,772.01 ",401615109,8543 RAIN LILY XING,"PARRISH, FL- 34219","$258,669.00 ",,
"Auction Starts
08/07/2025 11:00 AM ET",https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/07/2025,Realforeclose.com,412024CC002205CCAXMA,"$7,258.15 ",503623309,12073 WARWICK CIR,"PARRISH, FL- 34219","$321,664.00 ",,
,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/07/2025,Realforeclose.com,412024CC002205CCAXMA,"$7,258.15 ",503623309,12073 WARWICK CIR,"PARRISH, FL- 34219","$321,664.00 ",,
"Auction Starts
07/15/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2024 CC 006338,"$22,583.01 ",052S295902115001,600 SCENIC HWY 115,"PENSACOLA, FL- 32503","$134,784.00 ",,
"Auction Starts
07/10/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,2024 CA 000853,"$216,880.41 ",301S306403003004,601 E BURGESS RD K3,"PENSACOLA, FL- 32504","$149,553.00 ",,
"Auction Starts
07/11/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/11/2025,Realforeclose.com,2024 CA 000768,"$165,333.29 ",152S301000006014,823 S MADISON DR,"PENSACOLA, FL- 32505","$103,444.00 ",,
"Auction Starts
07/23/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,2024 CA 001142,"$57,483.16 ",382S301108001001,3807 IDLEWOOD DR,"PENSACOLA, FL- 32505","$160,132.00 ",,
"Auction Starts
07/15/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2024 CA 000497,"$199,267.40 ",252S311400026002,844 OAK ALLEY,"PENSACOLA, FL- 32506","$280,008.00 ",,
"Auction Starts
07/18/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,2024 CA 001371,"$322,515.73 ",053S311100004003,940 VONNA JO CIR,"PENSACOLA, FL- 32506","$202,023.00 ",,
"Auction Starts
07/22/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,2023 CA 002083,"$326,982.23 ",202S311250000009,499 N 70TH AVE,"PENSACOLA, FL- 32506","$237,664.00 ",,
"Auction Starts
07/16/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,2024 CA 000571,"$289,920.36 ",071S303500019002,9640 HUMMINGBIRD BLVD,"PENSACOLA, FL- 32514","$292,259.00 ",,
"Auction Starts
07/23/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,2024 CA 000151,"$118,318.11 ",061S301000005013,8900 SCENIC HILLS DR,"PENSACOLA, FL- 32514","$368,679.00 ",,
"Auction Starts
07/31/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,2023 CA 001700,"$70,742.24 ",141S307200020001,2394 SHOAL CREEK DR,"PENSACOLA, FL- 32514","$142,750.00 ",,
"Auction Starts
07/15/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2023 CA 001692,"$305,422.02 ",071S312000021001,6023 CHESTER DR,"PENSACOLA, FL- 32526","$345,084.00 ",,
"Auction Starts
07/22/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,2024 CA 000562,"$214,163.66 ",221S312200090004,7443 CHIMNEY PINES DR,"PENSACOLA, FL- 32526","$281,352.00 ",,
"Auction Starts
07/09/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,2023 CA 001649,"$454,281.58 ",101S303600008003,1015 LOVEBIRD CT,"PENSACOLA, FL- 32534","$321,943.00 ",,
"Auction Starts
07/09/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,2023 CA 003164,"$291,389.69 ",121S310911020006,8868 BRIGADE TRL,"PENSACOLA, FL- 32534","$241,339.00 ",,
"Auction Starts
07/29/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,2024 CA 000100,"$220,313.96 ",211N304500031002,10497 SENEGAL DR,"PENSACOLA, FL- 32534","$201,300.00 ",,
"Auction Starts
07/18/2025 11:00 AM CT",https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/18/2025,Realforeclose.com,2024 CA 000316,"$101,376.26 ",372S301000017005,303 FRISCO RD,"PERDIDO KEY, FL- 32507","$93,687.00 ",,
"Auction Starts
07/23/2025 10:00 AM ET",https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,522025CA002015XXCICI,"$3,642,395.90 ",1.63E+17,13214 38TH ST N,"PINELLAS PARK, FL- 33762","$995,673.00 ",,
"Auction Starts
08/07/2025 10:00 AM ET",https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/07/2025,Realforeclose.com,522023CA007072XXCICI,"$200,513.10 ",1.63E+17,4326 PARK BLVD,"PINELLAS PARK, FL- 33781","$1,397,550.00 ",,
"Auction Starts
07/15/2025 10:00 AM ET",https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,522024CA003365XXCICI,"$101,420.15 ",Property Appraiser,9970 62ND ST N,"PINELLAS PARK, FL- 33782","$160,399.00 ",,
"Auction Starts
07/23/2025 10:00 AM ET",https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,522024CA002919XXCICI,"$17,253.73 ",1.63E+17,9790 66TH ST N # 162,"PINELLAS PARK, FL- 33782","$67,340.00 ",,
"Auction Starts
07/30/2025 10:00 AM ET",https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,522024CA002461XXCICI,"$106,902.66 ",1.63E+17,9255 36TH WAY N,"PINELLAS PARK, FL- 33782","$131,058.00 ",,
"Auction Starts
07/23/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,24000224CC,"$11,066.05 ",4.12E+11,3 BLUE HEN DR,"PLACIDA, FL- 33946","$17,237.00 ",,
"Auction Starts
07/23/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,24001566CC,"$9,917.32 ",4.22E+11,12395 QUAIL DR,"PLACIDA, FL- 33946","$11,050.00 ",,
"Auction Starts
07/31/2025 10:00 AM ET",https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/31/2025,Realforeclose.com,292024CA007915A001HC,"$76,143.01 ",222833ZZZ000006110500P,809 E ALSOBROOK ST,"PLANT CITY, FL- 33563","$174,513.00 ",,
"Auction Starts
07/30/2025 10:00 AM ET",https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,292023CC069430A001HC,"$8,389.71 ",21291257M000001000390P,3302 MILTON PL,"PLANT CITY, FL- 33566","$336,890.00 ",,
"Auction Starts
07/22/2025 10:00 AM ET",https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,2024CA001897000000,"$222,972.11 ",2.83E+17,704 FISHER DR,"POINCIANA, FL- 34759","$68,635.00 ",,
"Auction Starts
07/25/2025 10:00 AM ET",https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,2023CA004457000000,"$178,802.33 ",2.83E+17,405 MALLARD LN,"POINCIANA, FL- 34759","$137,878.00 ",,
"Auction Starts
07/10/2025 12:00 PM ET",https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CC24-6166,"$13,656.81 ",621812220,174 OCEAN POND CT,"PONTE VEDRA BEACH, FL- 32082","$538,130.00 ",,
"Auction Starts
07/17/2025 12:00 PM ET",https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/17/2025,Realforeclose.com,CA24-0980,"$1,837,340.05 ",1421463000,1456 ATLANTIC BREEZE WAY,"PONTE VEDRA BEACH, FL- 32082","$895,358.00 ",,
"Auction Starts
07/10/2025 12:00 PM ET",https://saintjohns.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/10/2025,Realforeclose.com,CA24-1098,"$428,490.55 ",232415110,1029 DUNSTABLE LN,"PONTE VEDRA, FL- 32081","$391,672.00 ",,
"Auction Starts
07/11/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/11/2025,Realforeclose.com,24001010CA,"$284,780.42 ",4.02E+11,18107 STEELE AVE,"PORT CHARLOTTE, FL- 33948","$160,721.00 ",,
"Auction Starts
07/09/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,24000669CA,"$297,004.28 ",4.02E+11,1505 NEWTON ST,"PORT CHARLOTTE, FL- 33952","$188,604.00 ",,
"Auction Starts
07/09/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,24000968CA,"$153,739.10 ",4.02E+11,410 DALTON BLVD,"PORT CHARLOTTE, FL- 33952","$116,231.00 ",,
"Auction Starts
07/09/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/09/2025,Realforeclose.com,24002173CA,"$143,265.81 ",4.02E+11,21661 AUGUSTA AVE,"PORT CHARLOTTE, FL- 33952","$19,196.00 ",,
"Auction Starts
07/11/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/11/2025,Realforeclose.com,24001024CA,"$100,988.97 ",4.02E+11,645 DALTON BLVD,"PORT CHARLOTTE, FL- 33952","$116,840.00 ",,
"Auction Starts
07/16/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,24002121CA,"$483,027.38 ",4.02E+11,754 CONREID DR,"PORT CHARLOTTE, FL- 33952","$160,040.00 ",,
"Auction Starts
08/07/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/07/2025,Realforeclose.com,24000288CA,"$112,828.76 ",4.02E+11,1298 GUILD ST,"PORT CHARLOTTE, FL- 33952","$115,602.00 ",,
"Auction Starts
07/16/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/16/2025,Realforeclose.com,24000918CA,"$73,480.85 ",4.02E+11,22338 SEYBURN TER,"PORT CHARLOTTE, FL- 33954","$242,440.00 ",,
"Auction Starts
08/04/2025 11:00 AM ET",https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/04/2025,Realforeclose.com,24001444CA,"$135,640.45 ",4.12E+11,9369 BLUEGILL CIR,"PORT CHARLOTTE, FL- 33981","$299,829.00 ",,
"Auction Starts
08/08/2025 11:00 AM ET",https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=08/08/2025,Realforeclose.com,2025 10456 CICI,"$377,278.20 ",6.33E+11,714 HAWKS RIDGE RD,"PORT ORANGE, FL- 32127","$323,933.00 ",,
"Auction Starts
07/29/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,2022CA001528,"$331,509.45 ",3422-525-1305-000-2,2292 SE HOLLAND ST,"PORT SAINT LUCIE, FL- 34952","$189,359.00 ",,
"Auction Starts
07/30/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,2023CA001878,"$347,196.60 ",4506-710-0065-000-8,4304 SE BRITTNEY CIR,"PORT SAINT LUCIE, FL- 34952","$243,900.00 ",,
"Auction Starts
07/30/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,2024CA002166,"$170,240.33 ",4506-701-0067-000-4,1803 SE SIR LANCELOT DR C,"PORT SAINT LUCIE, FL- 34952","$69,711.00 ",,
"Auction Starts
07/15/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2019CA001404,"$241,991.90 ",4314-701-0181-000-0,2030 SW PROVIDENCE PL,"PORT SAINT LUCIE, FL- 34953","$234,921.00 ",,
"Auction Starts
07/15/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/15/2025,Realforeclose.com,2024CA002046,"$481,206.82 ",3420-535-1144-000-0,1556 SW JACQUELINE AVE,"PORT SAINT LUCIE, FL- 34953","$359,114.00 ",,
"Auction Starts
07/22/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,2020CA000309,"$326,869.79 ",3420-565-0302-000-2,1611 SW ALEDO LN,"PORT SAINT LUCIE, FL- 34953","$322,540.00 ",,
"Auction Starts
07/29/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,2023CA001636,"$340,950.48 ",3420-650-1325-000-7,2138 SW BIELLA AVE,"PORT SAINT LUCIE, FL- 34953","$383,727.00 ",,
"Auction Starts
07/29/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,2022CA000393,"$275,993.48 ",3420-620-1484-000-6,502 NW GOLDCOAST AVE,"PORT SAINT LUCIE, FL- 34983","$232,925.00 ",,
"Auction Starts
07/29/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,2022CA001500,"$119,059.63 ",3420-560-0957-000-3,1602 SE BIDDLE LN,"PORT SAINT LUCIE, FL- 34983","$127,150.00 ",,
"Auction Starts
07/29/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/29/2025,Realforeclose.com,2023CA001764,"$202,701.56 ",3420-620-0110-000-7,316 NW HOGAN ST,"PORT SAINT LUCIE, FL- 34983","$267,310.00 ",,
"Auction Starts
07/30/2025 08:00 AM ET",https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/30/2025,Realforeclose.com,2023CA000441,"$164,833.37 ",3420-585-0081-000-8,2098 SE FLORESTA DR,"PORT SAINT LUCIE, FL- 34984","$332,800.00 ",,
