Address,City,State,Postal,County,Date,Time,Case,URL,Source,Atty,Atty_Contact
2715 LEE ST,PUNTA GORDA,FL,  33950,charlotte,07/21/2025,11:00 AM ET,24000264CA,https://charlotte.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
5756 NE 165TH TERRACE RD,SILVER SPRINGS,FL,  34488,marion,07/21/2025,11:00 AM ET,422023CA002318CAAXXX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/21/2025,Realforeclose.com,,
1611 SW ALEDO LN,PORT SAINT LUCIE,FL,  34953,stlucie,07/22/2025,08:00 AM ET,2020CA000309,https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
5005 BUCHANAN DR,SAINT LUCIE COUNTY,FL,  34982,stlucie,07/22/2025,08:00 AM ET,2023CA001908,https://stlucie.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
1510 NW 17 ST,HOMESTEAD,FL,  33030,miamidade,07/22/2025,09:00 AM ET,2023-011691-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
13733 SW 124 AVENUE RD,MIAMI,FL,  33186,miamidade,07/22/2025,09:00 AM ET,2024-012952-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
3589 N CHAMBERLAIN BLVD,NORTH PORT,FL, 34286,sarasota,07/22/2025,09:00 AM ET,2024 CA 001414 NC,https://sarasota.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
321 ARIANA ST,AUBURNDALE,FL,  33823,polk,07/22/2025,10:00 AM ET,2023CA005433000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
340 OREGON LN,BOCA RATON,PA,  33487,palmbeach,07/22/2025,10:00 AM ET,502021CA013137XXXXMB,https://palmbeach.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
2072 SW DANFORTH CIR,PALM CITY,FL,  34990,martin,07/22/2025,10:00 AM ET,24000712CAAXMX,https://martin.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
10322 HOLSTEIN EDGE PL,RIVERVIEW,FL,  33569,hillsborough,07/22/2025,10:00 AM ET,292023CA013351A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
11609 WINN RD,RIVERVIEW,FL,  33569,hillsborough,07/22/2025,10:00 AM ET,292024CA007492A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
700 S HARBOUR ISLAND BLVD 510,TAMPA,FL,  33602,hillsborough,07/22/2025,10:00 AM ET,292024CA007474A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
25522ND AVE,VERO BEACH,FL,  32962,indian-river,07/22/2025,10:00 AM ET,2024 CA 000238,https://indian-river.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
837 CAMBRIDGE DR,WINTER HAVEN,FL,  33881,polk,07/22/2025,10:00 AM ET,2024CA000715000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
210 OLD SPANISH WAY,WINTER HAVEN,FL,  33884,polk,07/22/2025,10:00 AM ET,2022CA001242000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
941 SUMMER SHADE LN,CANTONMENT,FL,  32533,escambia,07/22/2025,11:00 AM CT,2024 CA 000484,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
499 N 70TH AVE,PENSACOLA,FL,  32506,escambia,07/22/2025,11:00 AM CT,2023 CA 002083,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
7443 CHIMNEY PINES DR,PENSACOLA,FL,  32526,escambia,07/22/2025,11:00 AM CT,2024 CA 000562,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
1409 17TH ST E,BRADENTON,FL,  34208,manatee,07/22/2025,11:00 AM ET,412024CA001350CAAXMA,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
561 QUAIL VALLEY CT,DEBARY,FL,  32713,volusia,07/22/2025,11:00 AM ET,2023 11855 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
137 LUCERNE DR,DEBARY,FL,  32713,volusia,07/22/2025,11:00 AM ET,2024 12775 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
1074 WILMINGTON DR,DELTONA,FL,  32725,volusia,07/22/2025,11:00 AM ET,2023 11860 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
2532 NE 13TH AVE,GAINESVILLE,FL,  32641,alachua,07/22/2025,11:00 AM ET,01 2022 CA 002638,https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
960 KENMORE ST,JACKSONVILLE,FL,  32208,duval,07/22/2025,11:00 AM ET,16-2024-CA-000820-AXXX-MA,https://duval.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
717 NW 253RD ST,NEWBERRY,FL,  32669,alachua,07/22/2025,11:00 AM ET,01 2023 CA 002241,https://alachua.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
2 HEMLOCK TERRACE TRAK,OCALA,FL,  34472,marion,07/22/2025,11:00 AM ET,422024CA000750CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
79 JUNIPER TRAIL LOOP,OCALA,FL,  34480,marion,07/22/2025,11:00 AM ET,422024CA002180CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
179 FISHER WAY TRL,OCKLAWAHA,FL,  32179,marion,07/22/2025,11:00 AM ET,422024CA001915CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
11147 ACME DR UNIT 207D,ORLANDO,FL, 32825,myorangeclerk,07/22/2025,11:00 AM ET,2024-CC-005948-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
8228 SOMMERVILLE DR,ORLANDO,FL, 32829,myorangeclerk,07/22/2025,11:00 AM ET,2019-CA-013607-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/22/2025,Realforeclose.com,,
520 BRICKELL KEY DR A610,MIAMI,FL,  33131,miamidade,07/23/2025,09:00 AM ET,2024-010422-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
1995 NW 58 ST,MIAMI,FL,  33142,miamidade,07/23/2025,09:00 AM ET,2023-017082-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
16485 SW 84 LN,MIAMI,FL,  33193,miamidade,07/23/2025,09:00 AM ET,2024-009860-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
2429 EAGLE VISTA CT,FLEMING ISLAND,FL,  32003,clay,07/23/2025,10:00 AM ET,2023CA001412,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
1319 56TH ST S,GULFPORT,FL,  33707,pinellas,07/23/2025,10:00 AM ET,522024CA005173XXCICI,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
4860 FIREWEED ST,MIDDLEBURG,FL,  32068,clay,07/23/2025,10:00 AM ET,2023CA001620,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
2878 THUNDER RD,MIDDLEBURG,FL,  32068,clay,07/23/2025,10:00 AM ET,2024CA000742,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
1450 CANOPY OAKS DR,ORANGE PARK,FL,  32065,clay,07/23/2025,10:00 AM ET,2019CA000208,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
2640 ROSEWOOD CT,ORANGE PARK,FL,  32065,clay,07/23/2025,10:00 AM ET,2023CA000032,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
465 TAYLOR AVE,ORANGE PARK,FL,  32065,clay,07/23/2025,10:00 AM ET,2023CA000143,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
2093 DERBY CT,ORANGE PARK,FL,  32073,clay,07/23/2025,10:00 AM ET,2017CA000020,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
308 BONNLYN DR,ORANGE PARK,FL,  32073,clay,07/23/2025,10:00 AM ET,2022CA000447,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
963 SUNLIT CORAL ST,RUSKIN,FL,  33570,hillsborough,07/23/2025,10:00 AM ET,292024CA001632A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
6511 113TH ST,SEMINOLE,FL,  33772,pinellas,07/23/2025,10:00 AM ET,522024CA003910XXCICI,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
674 56TH AVE S,ST PETERSBURG,FL,  33705,pinellas,07/23/2025,10:00 AM ET,522024CA004771XXCICI,https://pinellas.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
14037 N DALE MABRY HWY N19,TAMPA,FL,  33618,hillsborough,07/23/2025,10:00 AM ET,292024CA009475A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
746 TATE RD,CANTONMENT,FL,  32533,escambia,07/23/2025,11:00 AM CT,2023 CA 002169,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
3807 IDLEWOOD DR,PENSACOLA,FL,  32505,escambia,07/23/2025,11:00 AM CT,2024 CA 001142,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
8900 SCENIC HILLS DR,PENSACOLA,FL,  32514,escambia,07/23/2025,11:00 AM CT,2024 CA 000151,https://escambia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
4207 21ST AVE W,BRADENTON,FL,  34205,manatee,07/23/2025,11:00 AM ET,412023CA000858CAAXMA,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
646 CHERRY ST,DAYTONA BEACH,FL,  32114,volusia,07/23/2025,11:00 AM ET,2023 32252 CICI,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
660 6TH ST,HOLLY HILL,FL,  32117,volusia,07/23/2025,11:00 AM ET,2024 13449 CICI,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
526 75TH ST,HOLMES BEACH,FL,  34217,manatee,07/23/2025,11:00 AM ET,412019CA004116CAAXMA,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
626 MARION OAKS LN,OCALA,FL,  34473,marion,07/23/2025,11:00 AM ET,422023CA002196CAAXXX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
2777 SW 153RD PLACE RD,OCALA,FL,  34473,marion,07/23/2025,11:00 AM ET,422024CA000886CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
4413 NW 1ST CT,OCALA,FL,  34475,marion,07/23/2025,11:00 AM ET,422024CA001661CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
12144 PILOT CT,ORLANDO,FL, 32828,myorangeclerk,07/23/2025,11:00 AM ET,2023-CA-014427-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
9038 DRY CREEK LN,ORLANDO,FL, 32832,myorangeclerk,07/23/2025,11:00 AM ET,2018-CA-005603-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
14519 CRESTED PLUME DR,WINTER GARDEN,FL, 34787,myorangeclerk,07/23/2025,11:00 AM ET,2023-CA-002395-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/23/2025,Realforeclose.com,,
337 NE 14TH TER,CAPE CORAL,FL,  33909,lee,07/24/2025,09:00 AM ET,24-CA-005032,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
3811 SW 6TH PL,CAPE CORAL,FL,  33914,lee,07/24/2025,09:00 AM ET,24-CA-004092,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
4209 NW 20TH TER,CAPE CORAL,FL,  33993,lee,07/24/2025,09:00 AM ET,24-CA-005366,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
23680 WALDEN CENTER DR 206,ESTERO,FL,  34134,lee,07/24/2025,09:00 AM ET,24-CA-003492,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
5488 GOVERNORS DR,FORT MYERS,FL,  33907,lee,07/24/2025,09:00 AM ET,24-CA-003292,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
606 JEFFERSON AVE,LEHIGH ACRES,FL,  33936,lee,07/24/2025,09:00 AM ET,24-CA-005475,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
5709 FOXLAKE DR 102,NORTH FORT MYERS,FL,  33917,lee,07/24/2025,09:00 AM ET,24-CA-000798,https://lee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
8461 W BUCKWOOD CT,HOMOSASSA,FL,  34448,citrus,07/24/2025,10:00 AM ET,2017 CA 000724 A,https://citrus.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
6097 TAYLOR,JACKSONVILLE,FL,  32234,clay,07/24/2025,10:00 AM ET,2023CA000759,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
4899 CREEK BLUFF LN,MIDDLEBURG,FL,  32068,clay,07/24/2025,10:00 AM ET,2025CA000047,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
1477 BITTERBERRY DR,ORANGE PARK,FL,  32065,clay,07/24/2025,10:00 AM ET,2024CA000695,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
8512 FANTASIA PARK WAY,RIVERVIEW,FL,  33578,hillsborough,07/24/2025,10:00 AM ET,292023CA013118A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
35618TH AVE,VERO BEACH,FL,  32962,indian-river,07/24/2025,10:00 AM ET,2024 CA 000024,https://indian-river.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
104 SEASHELL CT,PANAMA CITY BEACH,FL,  32413,bay,07/24/2025,11:00 AM CT,24000186CA,https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
14401 FRONT BEACH RD 227,PANAMA CITY BEACH,FL,  32413,bay,07/24/2025,11:00 AM CT,24001000CA,https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
312 WADE AVE,DELAND,FL,  32724,volusia,07/24/2025,11:00 AM ET,2024 12225 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
2803 YULE TREE DR,EDGEWATER,FL,  32141,volusia,07/24/2025,11:00 AM ET,2023 12032 CIDL,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
4222 DAY BRIDGE PL,ELLENTON,FL,  34222,manatee,07/24/2025,11:00 AM ET,412023CA004030CAAXMA,https://manatee.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
700 BRIGHTVIEW DR,LAKE MARY,FL,  32746,seminole,07/24/2025,11:00 AM ET,2023CA003719,https://seminole.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
1910 LONG POND DR,LONGWOOD,FL,  32779,seminole,07/24/2025,11:00 AM ET,2022CA000856,https://seminole.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
5376 SW 103RD LOOP,OCALA,FL,  34476,marion,07/24/2025,11:00 AM ET,422024CA002324CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
3817 WHITE HERON DR,ORLANDO,FL, 32808,myorangeclerk,07/24/2025,11:00 AM ET,2014-CA-008596-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
2342 CROSSTON CIR,ORLANDO,FL, 32824,myorangeclerk,07/24/2025,11:00 AM ET,2022-CA-004426-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
7820 ROLLINGRIDGE CT,ORLANDO,FL, 32835,myorangeclerk,07/24/2025,11:00 AM ET,2021-CA-010187-O,https://myorangeclerk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
24839 NE 130TH ST,SALT SPRINGS,FL,  32134,marion,07/24/2025,11:00 AM ET,422024CA000017CAAXMX,https://marion.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
3491 TORRINGTON WAY,TALLAHASSEE,FL,  32317,leon,07/24/2025,11:00 AM ET,2023 CA 001511,https://leon.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/24/2025,Realforeclose.com,,
11742 TEMPEST HARBOR LOOP,VENICE,FL, 34292,sarasota,07/25/2025,09:00 AM ET,2024 CA 000903 NC,https://sarasota.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
1909 LAVON ST,LAKELAND,FL,  33805,polk,07/25/2025,10:00 AM ET,2024CA002082000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
842 CHANNING RD,LAKELAND,FL,  33805,polk,07/25/2025,10:00 AM ET,2024CA002980000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
5235 NICHOLS DR E,LAKELAND,FL,  33813,polk,07/25/2025,10:00 AM ET,2024CA004788000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
2737 FIRETHORN AVE,ORANGE PARK,FL,  32073,clay,07/25/2025,10:00 AM ET,2023CA001436,https://clay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
405 MALLARD LN,POINCIANA,FL,  34759,polk,07/25/2025,10:00 AM ET,2023CA004457000000,https://polk.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
5001 E WHITEWAY DR,TAMPA,FL,  33617,hillsborough,07/25/2025,10:00 AM ET,292024CA003895A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
4914 OAKSHIRE DR,TAMPA,FL,  33625,hillsborough,07/25/2025,10:00 AM ET,292021CA009886A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
4319 BALINGTON DR,VALRICO,FL,  33596,hillsborough,07/25/2025,10:00 AM ET,292025CC009220A001HC,https://hillsborough.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
4518 TROPICAL DR,PANAMA CITY,FL,  32404,bay,07/25/2025,11:00 AM CT,24000777CA,https://bay.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
2929 ANCHOR DR,ORMOND BEACH,FL,  32176,volusia,07/25/2025,11:00 AM ET,2023 32313 CICI,https://volusia.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/25/2025,Realforeclose.com,,
20301 W COUNTRY CLUB DR 2029,AVENTURA,FL,  33180,miamidade,07/28/2025,09:00 AM ET,2024-002148-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
1498 JEFFERSON AVE 208,MIAMI BEACH,FL,  33139,miamidade,07/28/2025,09:00 AM ET,2024-005594-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
18015 NW 66 COURT CIR,MIAMI,FL,  33015,miamidade,07/28/2025,09:00 AM ET,2023-027141-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
7110 NW 179 ST 108,MIAMI,FL,  33015,miamidade,07/28/2025,09:00 AM ET,2023-027340-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
6225 NW 171 ST,MIAMI,FL,  33015,miamidade,07/28/2025,09:00 AM ET,2024-022858-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
27966 SW 133 PL,MIAMI,FL,  33032,miamidade,07/28/2025,09:00 AM ET,2024-016015-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
16140 NW 17 PL,MIAMI,FL,  33054,miamidade,07/28/2025,09:00 AM ET,2018-011542-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
8300 NW 10 ST 3,MIAMI,FL,  33126,miamidade,07/28/2025,09:00 AM ET,2024-053130-CC-25,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
1717 N BAYSHORE DR A-3648,MIAMI,FL,  33132,miamidade,07/28/2025,09:00 AM ET,2022-008141-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
3324 SW 20 ST,MIAMI,FL,  33145,miamidade,07/28/2025,09:00 AM ET,2024-015209-CA-01,https://miamidade.realforeclose.com/index.cfm?zaction=AUCTION&Zmethod=PREVIEW&AUCTIONDATE=07/28/2025,Realforeclose.com,,
